SCORE:     score     fa_atr     fa_rep     fa_sol    fa_intra_rep    fa_intra_sol_xover4    lk_ball_wtd    fa_elec    pro_close    hbond_sr_bb    hbond_lr_bb    hbond_bb_sc    hbond_sc    dslf_fa13      omega     fa_dun    p_aa_pp    yhh_planarity        ref    rama_prepro    Filter_Stage2_aBefore    Filter_Stage2_bQuarter    Filter_Stage2_cHalf    Filter_Stage2_dEnd    co        rms     maxsub    clashes_total    clashes_bb       time description
SCORE:  -349.894   -733.084     78.070    512.579           1.187                 26.707        -23.502   -234.234        0.306        -87.720         -1.064         -9.324     -19.392        0.000      9.945    159.764    -10.531            0.120    -11.210         -8.511                    0.000                     0.000                  0.000                 0.000 11.971      0.645    117.000            0.000         0.000    692.000  S_00000477
SCORE:  -313.696   -688.038     76.587    487.960           1.181                 23.825        -21.235   -212.334        0.123        -79.552         -1.961         -8.651     -18.668        0.000     10.914    151.269    -11.560            0.666    -11.210        -13.013                    0.000                     0.000                  0.000                 0.000 12.656      8.497     69.000            0.000         0.000    739.000  S_00000475
SCORE:  -357.682   -729.223     77.869    506.397           1.112                 24.650        -22.829   -224.198        0.191        -88.981         -1.343         -9.030     -16.022        0.000     11.454    146.813    -11.488            0.195    -11.210        -12.040                    0.000                     0.000                  0.000                 0.000 12.174      0.637    117.000            0.000         0.000    806.000  S_00000473
SCORE:  -351.194   -725.043     73.591    510.069           1.158                 25.254        -23.822   -228.997        0.270        -86.634         -0.675         -9.692     -16.823        0.000      7.875    151.534    -10.243            0.046    -11.210         -7.853                    0.000                     0.000                  0.000                 0.000 12.320      1.041    117.000            0.000         0.000    791.000  S_00000474
SCORE:  -336.666   -715.864     74.039    507.011           1.200                 26.387        -21.188   -222.867        0.865        -86.947         -1.230         -9.350     -15.205        0.000      8.782    147.462    -11.561            0.111    -11.210         -7.102                    0.000                     0.000                  0.000                 0.000 12.266      0.897    117.000            0.000         0.000    634.000  S_00000486
SCORE:  -330.775   -708.803     74.326    503.769           1.179                 25.819        -21.410   -224.654        0.148        -84.014         -0.983         -9.029     -18.265        0.000      9.167    156.787    -11.535            0.396    -11.210        -12.464                    0.000                     0.000                  0.000                 0.000 11.834      1.114    117.000            0.000         0.000    951.000  S_00000466
SCORE:  -343.030   -727.316     79.342    507.663           1.146                 25.965        -23.945   -226.870        0.257        -84.479         -1.073         -9.609     -17.256        0.000      7.540    156.535    -10.407            0.122    -11.210         -9.436                    0.000                     0.000                  0.000                 0.000 12.222      1.205    117.000            0.000         0.000    694.000  S_00000481
SCORE:  -272.337   -651.223     68.344    505.159           1.130                 26.530        -24.200   -220.771        0.410        -80.716         -1.380         -7.567     -19.958        0.000      7.508    145.141    -12.625            0.226    -11.210          2.864                    0.000                     0.000                  0.000                 0.000 11.065      3.352    117.000            0.000         0.000    657.000  S_00000487
SCORE:  -344.766   -715.638     71.827    500.524           1.126                 25.607        -21.707   -221.464        0.345        -88.541         -1.430         -9.418     -13.982        0.000      8.836    147.477     -9.154            0.237    -11.210         -8.200                    0.000                     0.000                  0.000                 0.000 12.024      0.952    117.000            0.000         0.000    728.000  S_00000479
SCORE:  -334.884   -713.903     77.271    511.054           1.204                 24.082        -21.890   -225.106        0.109        -86.370         -1.417         -8.620     -18.334        0.000     10.923    151.494    -12.493            0.137    -11.210        -11.817                    0.000                     0.000                  0.000                 0.000 11.354      1.231    117.000            0.000         0.000    833.000  S_00000476
SCORE:  -337.870   -727.333     79.809    503.187           1.177                 23.401        -24.448   -212.257        0.121        -85.359         -1.605         -7.853     -16.011        0.000      8.574    154.900    -10.673            0.238    -11.210        -12.530                    0.000                     0.000                  0.000                 0.000 12.254      0.721    117.000            0.000         0.000    708.000  S_00000482
SCORE:  -325.365   -698.430     71.223    497.605           1.144                 25.560        -19.506   -216.567        0.342        -85.728         -1.645         -8.484     -20.167        0.000      8.422    150.664    -10.461            0.138    -11.210         -8.265                    0.000                     0.000                  0.000                 0.000 11.519      1.439    117.000            0.000         0.000    700.000  S_00000484
SCORE:  -340.950   -718.255     78.290    507.340           1.113                 24.722        -22.414   -225.182        0.379        -84.840         -1.582         -7.980     -14.703        0.000     10.579    143.704    -10.871            0.093    -11.210        -10.132                    0.000                     0.000                  0.000                 0.000 12.497      1.078    117.000            0.000         0.000    672.000  S_00000488
SCORE:   118.335   -584.686    233.384    466.305           1.613                 26.074        -23.361   -148.935       11.798        -63.711         -1.296         -2.245      -1.836        0.000      6.249    216.615     -5.874            0.053    -11.210         -0.603                    0.000                     0.000                  0.000                 0.000 11.801      5.772     91.000            0.000         0.000    509.000  F_00000497
SCORE:  -328.350   -703.198     76.243    508.444           1.173                 24.525        -23.063   -223.064        0.555        -85.714         -2.081         -9.080     -16.563        0.000      8.525    147.765    -10.323            0.052    -11.210        -11.334                    0.000                     0.000                  0.000                 0.000 10.728      2.243    117.000            0.000         0.000    767.000  S_00000483
SCORE:  -328.097   -677.165     66.141    491.967           1.201                 26.388        -23.971   -225.284        0.278        -86.033         -1.186         -6.539     -18.922        0.000      7.723    146.937    -10.414            0.619    -11.210         -8.627                    0.000                     0.000                  0.000                 0.000 10.604      2.667    117.000            0.000         0.000    648.000  S_00000491
SCORE:  -330.200   -702.984     72.641    502.138           1.204                 26.055        -22.160   -219.437        0.120        -84.669         -0.769        -11.226     -22.494        0.000      8.382    157.570    -11.295            0.097    -11.210        -12.165                    0.000                     0.000                  0.000                 0.000 11.383      3.780    112.000            0.000         0.000   1272.000  S_00000452
SCORE:  -345.966   -725.272     80.828    514.491           1.155                 25.679        -20.789   -236.618        0.369        -81.539         -2.436        -11.490     -19.419        0.000      9.571    147.268     -8.361            0.172    -11.210         -8.365                    0.000                     0.000                  0.000                 0.000 12.235      1.570    117.000            0.000         0.000   1103.000  S_00000464
SCORE:  -324.396   -697.981     74.445    507.952           1.143                 25.278        -24.166   -226.137        0.197        -84.026         -1.131         -9.173     -22.090        0.000     10.252    153.704    -11.431            0.918    -11.210        -10.942                    0.000                     0.000                  0.000                 0.000 12.371      2.307    117.000            0.000         0.000   1217.000  S_00000457
SCORE:  -316.356   -692.289     70.905    506.796           1.227                 26.078        -20.910   -229.320        0.195        -85.128         -1.686         -5.475     -23.478        0.000      8.941    158.532     -8.856            0.166    -11.210        -10.846                    0.000                     0.000                  0.000                 0.000 11.489      2.888    117.000            0.000         0.000    748.000  S_00000490
SCORE:  -344.117   -722.710     76.957    507.461           1.134                 24.246        -22.512   -221.583        0.390        -86.620         -1.171         -7.747     -17.800        0.000      9.360    152.136     -9.919            0.200    -11.210        -14.730                    0.000                     0.000                  0.000                 0.000 11.768      1.001    117.000            0.000         0.000    803.000  S_00000485
SCORE:  -332.050   -719.472     77.114    507.822           1.222                 25.409        -22.600   -231.158        0.305        -83.523         -1.479         -9.295     -16.472        0.000     11.213    159.874    -11.328            0.794    -11.210         -9.268                    0.000                     0.000                  0.000                 0.000 12.410      1.247    117.000            0.000         0.000    675.000  S_00000495
SCORE:  -334.796   -724.316     77.221    516.059           1.140                 24.197        -20.760   -231.700        0.210        -87.275         -1.077         -7.473     -23.436        0.000     11.853    157.175     -8.505            0.196    -11.210         -7.095                    0.000                     0.000                  0.000                 0.000 12.044      1.091    117.000            0.000         0.000    817.000  S_00000489
SCORE:  -350.338   -728.059     75.026    507.769           1.145                 25.399        -21.693   -223.991        0.226        -84.972         -1.003         -5.877     -17.163        0.000      9.504    146.826    -10.847            0.230    -11.210        -11.646                    0.000                     0.000                  0.000                 0.000 12.243      0.832    117.000            0.000         0.000    784.000  S_00000492
SCORE:  -342.016   -720.843     76.482    515.587           1.156                 24.374        -23.179   -231.698        0.255        -86.184         -1.227         -7.138     -15.466        0.000      8.527    150.630    -10.686            0.076    -11.210        -11.472                    0.000                     0.000                  0.000                 0.000 11.771      1.367    117.000            0.000         0.000    697.000  S_00000501
SCORE:  -310.858   -674.788     67.622    498.253           1.143                 24.031        -27.325   -214.718        0.411        -83.084         -1.820         -7.232     -15.957        0.000      8.963    145.662     -9.455            0.350    -11.210        -11.703                    0.000                     0.000                  0.000                 0.000 11.739      8.396     63.000            0.000         0.000    647.000  S_00000505
SCORE:  -337.241   -715.750     73.889    505.898           1.239                 24.358        -22.037   -219.818        0.157        -82.885         -1.750        -10.218     -15.181        0.000      7.839    153.692    -11.794            0.092    -11.210        -13.763                    0.000                     0.000                  0.000                 0.000 11.860      1.310    117.000            0.000         0.000   1036.000  S_00000480
SCORE:  -337.214   -727.854     77.037    523.182           1.179                 25.911        -21.598   -232.314        0.289        -86.517         -1.291         -8.248     -20.673        0.000     10.247    158.055    -10.348            0.232    -11.210        -13.294                    0.000                     0.000                  0.000                 0.000 11.166      1.532    117.000            0.000         0.000    873.000  S_00000493
SCORE:  -324.492   -702.769     74.035    505.749           1.207                 24.627        -23.275   -228.093        0.533        -83.963         -1.379         -8.419     -19.393        0.000     10.014    156.945    -10.668            0.349    -11.210         -8.783                    0.000                     0.000                  0.000                 0.000 12.286      1.211    117.000            0.000         0.000    715.000  S_00000502
SCORE:  -334.070   -713.912     72.597    503.553           1.171                 22.889        -24.656   -217.280        0.400        -83.171         -1.295         -6.337     -18.147        0.000      9.936    149.952    -10.571            0.036    -11.210         -8.026                    0.000                     0.000                  0.000                 0.000 12.438      1.866    117.000            0.000         0.000    864.000  S_00000496
SCORE:  -348.016   -727.895     75.210    510.117           1.153                 24.479        -21.201   -227.745        0.406        -87.631         -1.255         -8.983     -17.875        0.000     11.287    151.695    -10.260            0.157    -11.210         -8.464                    0.000                     0.000                  0.000                 0.000 12.148      1.028    117.000            0.000         0.000    714.000  S_00000503
SCORE:  -330.107   -722.005     79.049    512.256           1.190                 25.162        -18.104   -228.298        0.411        -83.939         -1.904        -10.976     -22.468        0.000     11.426    160.369    -10.004            0.169    -11.210        -11.233                    0.000                     0.000                  0.000                 0.000 11.781      1.143    117.000            0.000         0.000    762.000  S_00000506
SCORE:  -355.759   -729.988     74.284    505.184           1.155                 25.574        -21.049   -219.561        0.278        -86.679         -1.307         -8.884     -21.383        0.000     10.905    151.805    -11.688            0.121    -11.210        -13.315                    0.000                     0.000                  0.000                 0.000 11.861      1.078    117.000            0.000         0.000    669.000  S_00000510
SCORE:  -335.871   -701.575     69.316    502.574           1.166                 26.507        -21.180   -228.402        0.409        -83.811         -0.499         -9.902     -19.052        0.000      7.798    149.621    -10.733            0.152    -11.210         -7.052                    0.000                     0.000                  0.000                 0.000 11.689      4.857     88.000            0.000         0.000    776.000  S_00000507
SCORE:  -334.072   -718.000     75.726    509.612           1.245                 27.909        -21.743   -235.299        0.089        -82.136         -1.149         -9.797     -17.894        0.000      9.684    157.819     -9.522            0.297    -11.210         -9.703                    0.000                     0.000                  0.000                 0.000 12.250      1.634    117.000            0.000         0.000    882.000  S_00000499
SCORE:  -343.585   -715.637     72.880    498.566           1.214                 25.056        -22.673   -217.654        0.392        -88.126         -1.578         -7.207     -20.156        0.000      7.436    152.929    -10.448            0.196    -11.210         -7.566                    0.000                     0.000                  0.000                 0.000 11.966      1.811    117.000            0.000         0.000    997.000  S_00000494
SCORE:  -320.301   -714.759     75.945    501.022           1.582                 27.835        -22.199   -215.954        0.276        -85.260         -1.952        -11.714     -16.363        0.000     10.245    161.830    -11.224            0.095    -11.210         -8.498                    0.000                     0.000                  0.000                 0.000 11.772      1.113    117.000            0.000         0.000    875.000  S_00000500
SCORE:  -347.165   -731.511     79.708    512.727           1.162                 24.984        -21.854   -224.356        0.504        -87.452         -1.045         -8.316     -19.246        0.000     11.666    149.338    -10.412            0.162    -11.210        -12.016                    0.000                     0.000                  0.000                 0.000 12.354      1.096    117.000            0.000         0.000    791.000  S_00000511
SCORE:  -334.367   -707.748     75.013    507.569           1.168                 25.495        -21.267   -230.009        0.830        -86.917         -1.179         -8.550     -19.059        0.000      7.689    152.046     -9.063            0.191    -11.210         -9.365                    0.000                     0.000                  0.000                 0.000 11.253      2.468    117.000            0.000         0.000    826.000  S_00000509
SCORE:  -339.830   -726.009     76.189    513.331           1.209                 25.689        -26.560   -225.566        0.230        -86.384         -1.183         -9.037     -12.981        0.000      9.089    151.394     -8.977            0.197    -11.210         -9.253                    0.000                     0.000                  0.000                 0.000 12.177      1.433    117.000            0.000         0.000   1071.000  S_00000498
SCORE:  -270.828   -662.617     76.301    519.685           1.122                 23.759        -21.585   -226.693        0.630        -84.575         -1.773        -11.425     -23.557        0.000     10.504    150.482     -8.952            0.126    -11.210         -1.049                    0.000                     0.000                  0.000                 0.000 12.878     12.473     73.000            0.000         0.000    658.000  S_00000520
SCORE:  -309.036   -700.024     72.843    503.356           1.373                 26.242        -21.161   -221.468        0.133        -86.246         -1.594         -7.555     -19.457        0.000     12.995    159.904    -10.322            0.754    -11.210         -7.600                    0.000                     0.000                  0.000                 0.000 12.202      2.223    117.000            0.000         0.000    816.000  S_00000512
SCORE:  -334.500   -715.739     76.686    514.060           1.144                 24.971        -22.009   -223.508        0.389        -88.620         -1.219         -8.136     -21.156        0.000      9.513    151.979    -10.788            0.170    -11.210        -11.028                    0.000                     0.000                  0.000                 0.000 11.751      0.964    117.000            0.000         0.000    709.000  S_00000518
SCORE:  -351.847   -723.457     74.995    512.706           1.139                 25.091        -22.120   -230.792        0.260        -88.129         -1.253         -8.490     -18.895        0.000      8.486    149.055    -11.348            0.164    -11.210         -8.049                    0.000                     0.000                  0.000                 0.000 12.047      0.760    117.000            0.000         0.000    904.000  S_00000508
SCORE:  -338.192   -722.109     82.069    512.883           1.182                 27.557        -22.092   -234.407        0.208        -84.589         -1.353         -9.497     -19.707        0.000     10.311    158.368    -12.611            0.081    -11.210        -13.273                    0.000                     0.000                  0.000                 0.000 11.618      1.850    117.000            0.000         0.000    861.000  S_00000513
SCORE:  -330.506   -712.755     75.000    515.139           1.136                 26.628        -22.870   -229.342        0.470        -88.308         -1.107         -9.391     -19.254        0.000      8.816    152.761     -7.860            0.409    -11.210         -8.770                    0.000                     0.000                  0.000                 0.000 12.488      1.824    117.000            0.000         0.000    776.000  S_00000516
SCORE:  -329.418   -705.933     73.205    504.729           1.125                 24.304        -22.114   -223.358        0.069        -83.765         -1.192         -7.094     -17.143        0.000      9.525    150.830     -9.903            0.314    -11.210        -11.806                    0.000                     0.000                  0.000                 0.000 11.133      2.095    117.000            0.000         0.000    779.000  S_00000517
SCORE:  -330.961   -692.859     71.113    501.701           1.133                 25.663        -23.681   -229.040        0.191        -83.233         -0.678         -9.381     -18.507        0.000      9.004    148.612    -10.438            0.126    -11.210         -9.477                    0.000                     0.000                  0.000                 0.000 13.170      7.027     80.000            0.000         0.000    679.000  S_00000527
SCORE:  -287.464   -651.927     65.341    502.637           1.360                 28.108        -20.724   -229.729        0.306        -82.759         -1.198        -11.848     -18.812        0.000      8.157    155.952    -11.981            0.297    -11.210         -9.432                    0.000                     0.000                  0.000                 0.000 14.683     12.467     69.000            0.000         0.000    723.000  S_00000523
SCORE:  -330.801   -722.497     78.771    496.804           1.715                 24.650        -22.558   -212.144        0.321        -81.101         -1.887        -11.509     -17.007        0.000      9.841    158.570    -10.963            0.117    -11.210        -10.714                    0.000                     0.000                  0.000                 0.000 12.506      1.050    117.000            0.000         0.000    771.000  S_00000522
SCORE:  -345.962   -727.498     77.170    509.370           1.144                 24.890        -23.320   -219.323        0.349        -87.434         -1.000         -8.626     -19.974        0.000      8.535    154.802    -10.884            0.721    -11.210        -13.674                    0.000                     0.000                  0.000                 0.000 12.027      0.851    117.000            0.000         0.000    824.000  S_00000519
SCORE:  -336.306   -715.443     75.261    516.675           1.162                 24.307        -23.859   -228.917        0.363        -87.040         -0.930         -6.537     -19.897        0.000     10.398    149.545     -9.231            0.373    -11.210        -11.326                    0.000                     0.000                  0.000                 0.000 12.544      4.367     96.000            0.000         0.000    737.000  S_00000525
SCORE:  -338.622   -699.902     76.451    500.064           1.126                 25.345        -21.629   -234.532        0.145        -83.261         -3.304        -10.522     -16.989        0.000      8.519    152.458    -10.509            0.302    -11.210        -11.174                    0.000                     0.000                  0.000                 0.000 12.182      4.429    101.000            0.000         0.000    934.000  S_00000514
SCORE:  -334.584   -710.765     75.160    498.795           1.146                 23.232        -25.071   -219.045        0.184        -85.950         -1.243         -6.753     -12.576        0.000      9.437    152.101    -10.321            0.150    -11.210        -11.853                    0.000                     0.000                  0.000                 0.000 12.164      1.161    117.000            0.000         0.000    685.000  S_00000533
SCORE:  -342.857   -731.369     79.625    515.196           1.167                 24.753        -21.927   -229.878        0.193        -84.484         -0.995         -8.064     -19.528        0.000     11.395    152.193    -10.747            0.138    -11.210         -9.315                    0.000                     0.000                  0.000                 0.000 12.331      1.074    117.000            0.000         0.000    696.000  S_00000534
SCORE:  -327.225   -708.914     75.674    497.501           1.249                 23.746        -22.635   -215.414        0.197        -83.105         -1.225         -9.433     -16.246        0.000     11.782    151.944     -9.822            0.325    -11.210        -11.638                    0.000                     0.000                  0.000                 0.000 11.299      2.149    117.000            0.000         0.000    659.000  S_00000536
SCORE:  -304.962   -687.169     70.722    506.546           1.243                 26.205        -22.694   -219.164        0.316        -82.614         -0.672         -8.659     -25.200        0.000      7.529    155.566     -9.177            0.192    -11.210         -6.722                    0.000                     0.000                  0.000                 0.000 11.523      3.353    115.000            0.000         0.000   1145.000  S_00000504
SCORE:  -354.573   -718.035     75.906    507.801           1.131                 25.389        -23.176   -232.033        0.259        -85.787         -1.385         -9.530     -19.362        0.000      8.722    147.131    -10.015            0.284    -11.210        -10.665                    0.000                     0.000                  0.000                 0.000 11.810      0.875    117.000            0.000         0.000    839.000  S_00000521
SCORE:  -326.961   -696.278     69.276    492.754           1.218                 24.336        -25.077   -209.061        0.284        -85.643         -1.638         -9.142     -13.485        0.000      8.782    149.036    -10.963            0.194    -11.210        -10.343                    0.000                     0.000                  0.000                 0.000 11.742      1.880    117.000            0.000         0.000    749.000  S_00000532
SCORE:  -343.020   -725.919     74.155    508.059           1.109                 23.546        -21.733   -218.116        0.178        -84.350         -1.099         -7.468     -12.900        0.000      9.827    146.101    -12.059            0.179    -11.210        -11.319                    0.000                     0.000                  0.000                 0.000 12.233      0.827    117.000            0.000         0.000    804.000  S_00000530
SCORE:  -340.580   -716.934     74.480    499.548           1.118                 24.801        -23.004   -217.487        0.078        -87.599         -1.261         -5.923     -16.022        0.000      9.860    150.830    -11.090            0.122    -11.210        -10.887                    0.000                     0.000                  0.000                 0.000 11.966      1.383    117.000            0.000         0.000    762.000  S_00000535
SCORE:  -347.804   -732.110     76.484    518.809           1.184                 25.997        -23.127   -233.502        0.139        -85.585         -1.292         -7.592     -17.047        0.000     10.090    152.042    -10.373            0.212    -11.210        -10.922                    0.000                     0.000                  0.000                 0.000 12.608      0.979    117.000            0.000         0.000    800.000  S_00000531
SCORE:  -344.473   -728.500     73.408    506.491           1.354                 25.873        -24.642   -225.146        0.077        -84.066         -1.371         -8.474     -14.534        0.000      8.827    157.451    -10.169            0.169    -11.210        -10.013                    0.000                     0.000                  0.000                 0.000 12.398      0.775    117.000            0.000         0.000    853.000  S_00000529
SCORE:  -328.284   -692.543     71.674    508.746           1.149                 25.675        -22.548   -235.541        0.182        -85.756         -1.315         -5.493     -23.491        0.000      5.422    152.541     -9.998            0.105    -11.210         -5.882                    0.000                     0.000                  0.000                 0.000 11.539      1.639    117.000            0.000         0.000    758.000  S_00000537
SCORE:  -333.714   -723.323     78.525    510.538           1.176                 27.153        -23.369   -231.709        0.395        -85.136         -1.005        -11.621     -13.718        0.000      8.764    157.178     -8.770            0.113    -11.210         -7.696                    0.000                     0.000                  0.000                 0.000 12.024      1.239    117.000            0.000         0.000    913.000  S_00000526
SCORE:  -321.310   -716.595     79.627    504.760           1.173                 26.784        -21.729   -213.094        0.145        -83.214         -1.147         -7.108     -20.817        0.000     10.570    154.866    -11.445            0.142    -11.210        -13.019                    0.000                     0.000                  0.000                 0.000 12.314      1.092    117.000            0.000         0.000    761.000  S_00000539
SCORE:  -322.519   -696.704     74.387    495.187           1.201                 26.568        -21.648   -217.976        0.079        -85.015         -0.576        -12.004     -17.347        0.000      8.657    154.178     -9.461            0.789    -11.210        -11.624                    0.000                     0.000                  0.000                 0.000 12.166      3.736    112.000            0.000         0.000   1070.000  S_00000515
SCORE:  -324.283   -712.171     80.219    497.304           1.200                 25.213        -22.726   -216.944        0.291        -81.242         -1.377         -8.267     -17.686        0.000     11.053    151.375     -9.961            0.295    -11.210         -9.650                    0.000                     0.000                  0.000                 0.000 11.901      1.771    117.000            0.000         0.000    722.000  S_00000540
SCORE:  -323.514   -715.305     81.882    515.181           1.238                 29.450        -21.327   -236.518        0.404        -84.065         -1.266         -8.922     -20.293        0.000      9.686    164.027    -11.292            0.151    -11.210        -15.336                    0.000                     0.000                  0.000                 0.000 12.139      1.358    117.000            0.000         0.000    635.000  S_00000547
SCORE:  -327.404   -706.777     70.431    509.067           1.125                 24.183        -22.830   -223.979        0.453        -82.634         -1.085         -8.086     -16.735        0.000     10.193    145.947     -8.005            0.294    -11.210         -7.757                    0.000                     0.000                  0.000                 0.000 11.725      1.765    117.000            0.000         0.000   1006.000  S_00000524
SCORE:  -312.091   -688.405     73.986    491.657           1.223                 25.284        -23.791   -212.492        0.250        -79.740         -1.904         -6.757     -15.436        0.000      8.534    149.455    -11.536            0.426    -11.210        -11.636                    0.000                     0.000                  0.000                 0.000 12.031      2.805    117.000            0.000         0.000    701.000  S_00000544
SCORE:  -342.993   -716.350     73.764    511.074           1.130                 24.972        -23.732   -225.914        0.073        -85.875         -1.371         -7.482     -15.971        0.000      8.211    145.596    -10.965            0.299    -11.210         -9.243                    0.000                     0.000                  0.000                 0.000 11.797      1.242    117.000            0.000         0.000    748.000  S_00000542
SCORE:  -331.028   -700.453     75.007    496.230           1.183                 24.110        -24.049   -221.401        0.290        -87.248         -1.282         -9.564     -14.574        0.000      9.377    153.909    -12.223            0.227    -11.210         -9.356                    0.000                     0.000                  0.000                 0.000 11.989      1.418    117.000            0.000         0.000    737.000  S_00000546
SCORE:   -75.540   -600.893    124.210    467.528           1.648                 24.183        -23.376   -168.489        1.548        -65.100         -1.464         -2.627     -10.851        0.000      7.777    190.594     -4.022            0.287    -11.210         -5.281                    0.000                     0.000                  0.000                 0.000 9.107      4.029    105.000            0.000         0.000    535.000  F_00000554
SCORE:  -332.059   -719.988     77.891    508.306           1.221                 26.283        -23.441   -223.765        0.302        -85.778         -1.464         -8.278     -18.487        0.000     11.547    152.899     -8.741            0.103    -11.210         -9.457                    0.000                     0.000                  0.000                 0.000 11.459      1.432    117.000            0.000         0.000    647.000  S_00000550
SCORE:  -341.912   -718.096     77.170    509.816           1.125                 25.001        -22.095   -225.447        0.225        -87.517         -0.730         -7.728     -23.679        0.000     10.377    151.207    -10.510            0.325    -11.210        -10.148                    0.000                     0.000                  0.000                 0.000 11.951      1.303    117.000            0.000         0.000    763.000  S_00000545
SCORE:  -334.947   -701.704     72.193    495.233           1.297                 25.694        -20.959   -229.856        0.452        -85.960         -1.110        -10.001     -18.891        0.000      9.674    155.695    -10.155            0.213    -11.210         -5.551                    0.000                     0.000                  0.000                 0.000 13.342     12.347     69.000            0.000         0.000   1113.000  S_00000528
SCORE:  -333.316   -719.950     76.883    503.018           1.224                 25.926        -22.209   -228.196        0.270        -87.498         -1.335         -9.098     -14.333        0.000     11.423    160.496    -10.543            0.125    -11.210         -8.309                    0.000                     0.000                  0.000                 0.000 12.026      1.066    117.000            0.000         0.000    831.000  S_00000543
SCORE:  -345.686   -726.359     75.020    508.321           1.168                 24.118        -22.496   -223.063        0.200        -87.435         -1.040         -8.586     -16.332        0.000      9.815    151.725    -10.644            0.159    -11.210         -9.048                    0.000                     0.000                  0.000                 0.000 12.150      1.283    117.000            0.000         0.000    735.000  S_00000552
SCORE:  -351.838   -729.564     75.978    515.064           1.132                 23.205        -22.093   -222.307        0.353        -88.508         -1.558         -8.700     -19.262        0.000      8.363    148.403    -11.680            0.171    -11.210         -9.626                    0.000                     0.000                  0.000                 0.000 12.202      0.808    117.000            0.000         0.000    805.000  S_00000548
SCORE:  -345.523   -723.029     77.942    505.358           1.157                 23.775        -24.601   -226.464        0.160        -83.150         -2.612         -8.359     -14.781        0.000     10.521    150.816    -10.558            0.221    -11.210        -10.710                    0.000                     0.000                  0.000                 0.000 12.142      1.502    117.000            0.000         0.000    942.000  S_00000541
SCORE:  -329.812   -710.106     75.214    511.172           1.149                 24.124        -23.171   -222.544        0.208        -88.212         -1.343         -9.890     -13.682        0.000     10.903    148.237    -10.860            0.120    -11.210         -9.920                    0.000                     0.000                  0.000                 0.000 12.030      2.046    117.000            0.000         0.000    641.000  S_00000561
SCORE:  -316.476   -700.567     70.844    508.011           1.134                 25.283        -24.473   -221.303        0.872        -89.526         -1.056         -7.804     -15.043        0.000      8.537    145.890     -9.079            0.177    -11.210          2.836                    0.000                     0.000                  0.000                 0.000 11.441     12.167     70.000            0.000         0.000   1155.000  S_00000538
SCORE:   168.980   -587.111    324.660    466.648           2.425                 27.354        -22.503   -151.681        1.142        -59.136         -3.196         -3.017      -4.484        0.000      8.828    193.323     -7.115            0.188    -11.210         -6.134                    0.000                     0.000                  0.000                 0.000 10.980     12.472     56.000            0.000         0.000    532.000  F_00000573
SCORE:  -342.707   -717.878     74.425    509.423           1.132                 23.716        -23.492   -224.250        0.408        -87.364         -1.047         -7.171     -12.556        0.000      8.342    147.467    -11.074            0.160    -11.210        -11.738                    0.000                     0.000                  0.000                 0.000 11.655      1.243    117.000            0.000         0.000    660.000  S_00000564
SCORE:  -319.152   -676.512     69.338    495.872           1.122                 24.810        -21.600   -226.643        0.344        -86.085         -2.570         -8.780     -17.629        0.000      7.203    147.348     -7.695            0.166    -11.210         -6.631                    0.000                     0.000                  0.000                 0.000 11.154     13.268     69.000            0.000         0.000    923.000  S_00000549
SCORE:  -356.051   -733.804     73.895    515.656           1.171                 26.099        -24.175   -230.073        0.344        -87.432         -1.033         -8.502     -16.217        0.000      7.883    152.855     -9.940            0.186    -11.210        -11.752                    0.000                     0.000                  0.000                 0.000 12.098      0.777    117.000            0.000         0.000    771.000  S_00000558
SCORE:  -328.792   -706.586     73.870    505.433           1.123                 24.996        -21.796   -224.479        0.027        -86.832         -2.791         -7.336     -16.302        0.000      9.866    150.807    -10.026            0.228    -11.210         -7.785                    0.000                     0.000                  0.000                 0.000 12.118      2.014    117.000            0.000         0.000    655.000  S_00000565
SCORE:  -300.896   -649.364     65.389    481.118           1.229                 23.469        -23.481   -214.771        0.387        -84.354         -2.103         -8.212     -23.077        0.000      8.554    152.907     -9.074            0.329    -11.210         -8.632                    0.000                     0.000                  0.000                 0.000 10.296      6.077     75.000            0.000         0.000    653.000  S_00000566
SCORE:  -334.400   -718.363     77.496    508.964           1.152                 24.673        -24.345   -220.361        0.286        -82.609         -1.298         -8.912     -16.730        0.000      8.633    147.623    -10.129            0.219    -11.210         -9.489                    0.000                     0.000                  0.000                 0.000 12.127      1.126    117.000            0.000         0.000    843.000  S_00000557
SCORE:  -302.319   -675.715     69.707    501.294           1.236                 27.430        -24.073   -215.757        0.344        -84.313         -2.420        -10.859     -16.098        0.000      9.232    148.266    -11.042            0.120    -11.210         -8.463                    0.000                     0.000                  0.000                 0.000 13.492      7.850     72.000            0.000         0.000    671.000  S_00000572
SCORE:  -316.970   -704.982     73.973    510.557           1.427                 25.575        -22.348   -223.039        0.242        -85.286         -1.430         -9.695     -17.904        0.000      9.215    156.717     -9.989            0.409    -11.210         -9.204                    0.000                     0.000                  0.000                 0.000 12.225      2.216    117.000            0.000         0.000    715.000  S_00000568
